rhca_hostChampionFindGen,rhca_parasiteChampionFindGen,oe_championFindGen
25.125,25.10576923076923,1.5288461538461537
24.46711538461538,24.440288461538458,5.827499999999997
23.809230769230773,23.774807692307697,10.126153846153843
23.02509615384615,22.976923076923075,14.664711538461539
22.26923076923077,22.208846153846146,18.972692307692324
21.932211538461534,21.881249999999998,22.251923076923084
21.49403846153846,21.465,25.604423076923073
21.217211538461527,21.20798076923076,29.715288461538456
21.085769230769245,21.080384615384624,31.385769230769238
20.792596153846155,20.776923076923083,34.18615384615385
20.495192307692314,20.476923076923075,35.41153846153848
20.283653846153843,20.270384615384614,38.58634615384616
20.35346153846154,20.340769230769233,39.36961538461538
20.744807692307692,20.731057692307697,41.33134615384617
20.90346153846154,20.88115384615385,43.923076923076934
21.15721153846155,21.13317307692309,46.59903846153846
21.66769230769231,21.64769230769231,49.80500000000002
22.34499999999999,22.336730769230766,59.12519230769232
22.96173076923077,22.954423076923078,71.80999999999997
23.635576923076933,23.61865384615385,79.70855769230769
24.28653846153846,24.257692307692306,82.37884615384613
24.8126923076923,24.781153846153835,80.81105769230768
25.23903846153846,25.21057692307692,76.32153846153844
25.62951923076923,25.605096153846155,75.28682692307694
25.927692307692304,25.904230769230765,76.89692307692306
26.42548076923077,26.403846153846153,80.53846153846153
26.9201923076923,26.90480769230768,87.55038461538464
27.39701923076925,27.387596153846168,94.47375000000002
27.9773076923077,27.977692307692315,95.76961538461538
28.406826923076913,28.412884615384602,91.0485576923077
28.91442307692307,28.92307692307692,84.34903846153847
29.584615384615386,29.5875,78.02259615384618
30.197307692307692,30.19346153846154,69.68500000000002
30.86961538461539,30.85423076923077,68.90096153846156
31.3596153846154,31.33653846153847,73.94365384615384
31.680769230769233,31.667307692307695,79.44278846153841
32.02076923076923,32.02346153846154,85.43961538461537
32.16778846153846,32.17115384615384,90.58317307692306
32.294423076923074,32.293461538461536,90.74519230769232
32.659230769230774,32.66240384615385,87.99769230769229
33.00961538461539,33.017307692307696,80.17692307692307
33.28663461538462,33.29519230769231,73.71490384615383
33.54576923076924,33.5573076923077,70.7178846153846
33.73942307692309,33.760192307692314,75.95048076923075
33.91615384615385,33.94384615384615,83.2446153846154
34.291346153846156,34.31778846153846,88.98750000000005
34.68326923076923,34.70230769230769,90.13692307692307
35.09711538461539,35.1035576923077,91.42576923076925
35.50076923076924,35.493461538461546,92.36923076923077
35.63403846153846,35.62269230769231,96.53730769230768
35.69230769230769,35.68269230769231,99.54807692307692
35.73076923076923,35.73211538461538,95.10192307692311
35.83076923076922,35.83653846153846,95.47807692307688
35.95451923076923,35.964326923076925,97.11259615384618
35.9601923076923,35.96673076923077,95.92865384615386
36.03076923076923,36.03365384615385,87.23413461538459
36.22923076923078,36.225769230769245,78.89423076923073
36.61365384615384,36.60326923076922,76.72249999999998
37.012884615384614,37.00038461538461,79.10884615384613
37.363557692307694,37.35144230769231,84.9422115384615
37.74038461538461,37.73076923076923,91.96923076923075
38.068461538461534,38.0626923076923,93.87653846153846
38.331153846153846,38.32807692307692,91.79749999999999
38.531346153846144,38.53509615384614,93.35249999999999
38.72538461538461,38.73423076923076,96.73538461538459
38.96346153846154,38.97740384615384,103.89278846153846
39.23230769230769,39.248461538461534,108.2571153846154
39.49567307692307,39.50634615384615,106.54471153846154
39.70923076923077,39.70384615384616,102.36
39.85836538461538,39.83692307692307,102.55778846153846
39.99326923076924,39.95769230769232,102.51826923076922
40.23730769230769,40.20721153846153,103.30211538461533
40.57653846153847,40.55576923076923,103.45038461538464
40.998365384615376,40.98528846153847,101.16240384615381
41.49134615384616,41.4823076923077,102.39999999999995
41.91346153846154,41.90384615384615,113.93028846153847
42.39769230769231,42.38615384615385,126.55846153846147
42.93836538461541,42.927884615384635,130.80673076923077
43.46923076923077,43.46673076923076,130.43634615384616
43.9689423076923,43.98355769230769,128.99682692307687
44.38846153846154,44.415384615384625,128.7903846153846
44.930673076923085,44.96538461538462,123.78576923076928
45.46384615384616,45.494423076923084,123.59365384615381
46.001826923076926,46.03173076923077,130.38730769230776
46.473461538461535,46.50038461538462,139.2088461538462
46.94278846153846,46.964423076923076,145.06874999999997
47.56211538461538,47.57653846153846,155.39057692307694
48.01576923076922,48.02701923076922,160.18701923076924
48.50076923076923,48.559615384615384,154.45076923076925
49.08153846153844,49.35153846153845,145.1657692307692
49.76057692307692,50.33846153846154,139.6201923076922
50.18865384615385,51.44394230769228,140.51009615384618
50.34499999999999,52.724999999999994,140.34038461538455
49.413750000000014,54.705673076923105,137.19865384615386
47.13038461538463,57.84269230769228,127.4678846153847
43.21538461538465,62.240865384615375,118.81490384615388
38.27153846153847,67.55846153846151,99.62923076923086
34.33278846153847,70.64644230769231,76.77211538461546
33.18269230769231,70.84615384615384,66.6826923076923
33.18269230769231,70.84615384615384,66.6826923076923

