rhca_hostChampionFindGen,rhca_parasiteChampionFindGen,rhcaPortfolio_hostChampionFindGen,rhcaPortfolio_parasiteChampionFindGen
157.84615384615384,157.81730769230768,79.03846153846153,79.03846153846153
139.84519230769226,139.80298076923071,75.89153846153849,75.89653846153847
121.84423076923078,121.78865384615385,72.7446153846154,72.75461538461539
105.84153846153845,105.77240384615382,70.19557692307691,70.20942307692307
95.70615384615387,95.62538461538466,68.10230769230768,68.11730769230769
91.44278846153846,91.35624999999997,66.58221153846155,66.59903846153846
91.4075,91.31865384615382,65.07576923076925,65.09634615384617
91.5503846153846,91.45557692307692,63.65624999999997,63.67384615384613
91.67807692307694,91.58807692307694,62.188461538461524,62.204615384615366
92.29971153846155,92.22759615384615,60.50019230769232,60.51509615384616
93.20288461538463,93.15480769230773,59.009615384615394,59.02019230769231
92.40230769230769,92.36932692307695,57.529038461538455,57.534807692307695
92.15884615384613,92.12576923076921,56.16115384615383,56.16269230769228
92.28432692307697,92.24894230769236,55.51932692307695,55.51538461538465
91.57134615384615,91.54326923076921,54.95000000000003,54.94980769230772
91.5519230769231,91.52451923076924,53.99326923076923,53.9985576923077
91.98115384615387,91.95230769230771,52.90115384615386,52.9123076923077
93.15442307692302,93.13038461538457,51.659711538461515,51.67817307692306
95.03250000000001,95.01076923076926,50.73057692307692,50.752307692307696
96.55980769230767,96.53153846153847,50.11096153846153,50.12990384615384
97.48269230769236,97.44230769230775,49.59038461538463,49.60576923076924
98.53980769230772,98.49125000000004,49.303749999999994,49.310865384615376
99.95807692307693,99.89826923076924,49.18615384615381,49.17961538461535
101.19461538461539,101.13028846153846,48.968942307692295,48.9564423076923
103.67884615384614,103.62192307692304,48.546538461538454,48.53307692307692
105.6298076923077,105.58173076923077,48.02644230769231,48.00961538461539
107.18442307692311,107.14711538461543,47.52596153846151,47.5084615384615
108.87826923076918,108.84778846153843,47.3706730769231,47.357788461538476
110.1176923076924,110.10423076923082,47.51884615384615,47.51076923076922
111.08019230769233,111.08288461538463,47.76346153846154,47.76076923076923
111.7173076923077,111.72692307692309,47.80096153846153,47.80576923076922
111.96009615384618,111.97394230769234,47.740288461538476,47.75509615384617
112.33038461538465,112.34653846153849,47.723846153846175,47.7419230769231
114.4896153846154,114.50567307692307,47.68105769230769,47.69798076923077
117.19673076923071,117.20961538461532,47.62826923076921,47.637499999999996
120.11153846153846,120.11923076923077,47.622596153846146,47.6216346153846
122.95807692307696,122.95692307692312,47.68769230769232,47.67692307692308
124.31942307692309,124.31076923076924,47.65201923076927,47.638365384615426
125.42384615384617,125.4119230769231,47.64249999999997,47.632115384615346
126.71826923076925,126.70394230769232,47.67528846153845,47.66634615384615
127.98653846153849,127.97115384615388,47.87499999999999,47.86730769230769
129.26471153846154,129.24759615384616,48.222980769230766,48.21673076923077
130.58576923076916,130.56615384615378,48.5848076923077,48.58461538461539
131.71884615384613,131.6961538461538,48.74134615384614,48.74778846153845
132.27038461538464,132.25230769230774,48.80269230769232,48.811923076923094
132.37115384615382,132.3634615384615,48.73701923076924,48.7471153846154
132.28365384615387,132.28769230769234,48.500000000000014,48.50942307692309
132.17692307692303,132.18548076923076,48.17365384615384,48.185288461538455
132.13230769230765,132.14192307692304,48.1223076923077,48.131538461538476
132.1233653846154,132.13057692307692,48.331442307692285,48.328846153846136
132.13942307692307,132.14423076923077,48.48557692307692,48.47115384615385
132.74471153846156,132.74442307692308,48.815480769230774,48.802499999999995
133.30500000000004,133.2996153846154,49.17230769230768,49.16461538461538
133.8023076923077,133.79490384615386,49.275480769230754,49.273557692307676
134.47326923076918,134.47115384615378,49.50076923076925,49.498846153846166
135.0283653846153,135.02884615384608,49.74423076923079,49.73894230769233
135.74692307692303,135.75269230769223,49.96538461538463,49.95615384615387
136.40548076923076,136.4121153846154,50.35201923076925,50.3433653846154
136.67903846153848,136.67980769230772,50.71961538461538,50.71326923076923
137.00461538461542,137.00788461538465,50.95211538461535,50.9484615384615
137.8346153846154,137.84423076923076,51.307692307692314,51.30384615384616
139.24807692307698,139.259326923077,51.606634615384635,51.60163461538464
140.35769230769236,140.36326923076928,51.86057692307692,51.84826923076923
141.04480769230767,141.0476923076923,52.00355769230768,51.98240384615384
141.5530769230769,141.55653846153845,52.211153846153834,52.189230769230754
142.10625,142.11009615384617,52.67788461538463,52.66009615384616
142.71442307692303,142.71788461538455,53.13192307692308,53.12846153846155
143.47125000000003,143.47240384615387,53.67644230769229,53.68692307692307
144.02807692307695,144.0219230769231,54.15846153846154,54.1773076923077
144.1869230769231,144.17307692307696,54.40490384615385,54.42442307692309
144.1673076923077,144.14615384615382,54.69038461538461,54.70673076923077
145.12942307692305,145.10365384615383,55.11451923076923,55.12826923076922
146.6561538461539,146.63115384615386,55.42692307692308,55.43423076923078
148.3535576923077,148.3298076923077,55.71653846153846,55.714615384615385
149.70653846153849,149.68865384615384,56.107692307692304,56.103653846153854
150.93269230769232,150.92548076923077,56.56730769230769,56.56490384615385
152.0934615384615,152.09115384615384,57.35000000000001,57.33653846153846
153.12490384615384,153.1275,58.15846153846152,58.13778846153846
154.43538461538463,154.4392307692308,59.076346153846174,59.048076923076955
155.8439423076923,155.84586538461537,60.07153846153847,60.0410576923077
157.6519230769231,157.6519230769231,61.19807692307692,61.16923076923077
160.30567307692309,160.30567307692309,62.301826923076945,62.28451923076925
162.905,162.90423076923074,63.60846153846153,63.6026923076923
165.67499999999998,165.66999999999996,65.20374999999993,65.20692307692302
168.23076923076923,168.59423076923076,66.50153846153844,66.50807692307691
169.88317307692307,170.88124999999994,67.77740384615385,67.78701923076923
171.2692307692307,173.01442307692304,68.91903846153842,68.92788461538458
172.6147115384615,175.44240384615384,70.18480769230769,70.19586538461537
174.03730769230773,178.3596153846154,71.68423076923078,71.6996153846154
175.02644230769232,181.71490384615385,73.37221153846154,73.66230769230769
173.9028846153846,185.24134615384617,74.69807692307691,78.66538461538462
167.82355769230782,189.22125000000005,74.96682692307692,88.25403846153839
156.2396153846153,195.15576923076938,73.46307692307693,107.70038461538476
135.8342307692307,203.34625000000008,69.55384615384614,138.3400961538463
108.59730769230784,216.01365384615372,64.58903846153852,177.39249999999976
77.7850961538463,230.2245192307692,57.73557692307697,225.35528846153824
50.8315384615385,242.91807692307688,51.283461538461545,267.3307692307691
37.913076923076936,250.58778846153842,47.68528846153848,289.49336538461534
34.76923076923077,252.72115384615384,47.03846153846154,293.71153846153845
34.76923076923077,252.72115384615384,47.03846153846154,293.71153846153845

