rhca_hostChampionFitness,rhca_parasiteChampionFitness,oe_championFitness
1094.8403846153847,59.4435950169896,2212.2596153846152
1008.2921634615379,57.68556800937425,1966.2490384615376
921.7439423076921,55.92754100175891,1720.238461538462
828.9145512820513,55.51427723200284,1535.7899038461533
695.6514999999999,56.84225510621372,1492.680769230769
547.8859935897437,58.82289947224071,1546.5408653846155
391.716467948718,61.72779621640013,1624.4605769230768
299.39191025641026,62.196364777344726,1677.1679807692317
251.36571794871787,63.4911278526189,1719.2026923076917
226.15255448717946,66.22974090758538,1784.9308653846153
199.1175961538461,69.851515820142,1860.9067307692308
81.66103205128199,76.50302336458174,2006.0020192307688
-63.3699487179487,85.46086386988465,2144.937692307692
-129.0125705128206,93.35174160038524,2211.749038461539
-199.45358974358982,99.18121431780425,2294.8836538461537
-173.43499999999997,100.71807417318513,2412.3197115384614
-132.72229487179476,102.27272195203635,2547.5842307692315
-101.93075961538476,106.0201116989644,2637.1656730769237
-238.7255833333331,116.73269322322507,2767.3869230769237
-389.8412051282056,131.58594677379995,2936.903461538461
-507.8144230769231,143.7027684292364,3018.907692307693
-547.8348942307691,146.51391811530883,3048.822596153845
-619.2422628205127,152.00954656647164,3123.620961538461
-704.387416666667,160.41111628339948,3303.275480769231
-857.9325897435903,169.90976379569926,3438.4073076923078
-1067.1945512820512,181.90456540269122,3630.858173076923
-1253.8095833333332,192.4969084596821,3748.851538461538
-1292.2553717948717,193.56382080133466,3787.8297115384607
-1374.2900641025637,196.9563014768168,3854.096153846156
-1483.8821378205125,202.97459703789366,3960.6261538461526
-1569.751314102564,207.100174317306,4060.046153846154
-1582.9914711538456,206.31730080672457,4169.265480769231
-1600.6812051282054,207.30834877647462,4254.272692307692
-1654.1706762820525,212.2349234678692,4319.156346153848
-1743.4880128205125,217.3965230325507,4373.917115384614
-1800.9456089743583,219.08466645597719,4429.601442307693
-1776.4505256410257,218.87807543102494,4465.700000000001
-1763.7259679487177,221.45514237923337,4535.792211538461
-1742.5923846153853,223.76580433793717,4575.866730769232
-1755.1899423076923,230.7045123461538,4545.783461538463
-1713.8003205128214,238.68953230096756,4515.609615384615
-1598.6042596153843,236.8283264188849,4488.322980769231
-1457.5639166666674,229.28165671950208,4465.077692307693
-1318.6254839743583,222.89294389917356,4467.788750000001
-1279.3569871794866,220.32797549246865,4529.115000000002
-1324.0399839743584,222.30396364213777,4602.757211538462
-1431.2090384615387,228.58075325617529,4761.6221153846145
-1592.1653397435896,238.70636787297644,4961.440673076924
-1738.8892948717944,249.23172253738488,5117.671923076922
-1879.2427403846143,259.7898238618276,5206.834038461538
-2040.4838141025648,268.31246689115443,5277.913461538462
-2146.835381410257,277.65754456561496,5372.800192307692
-2218.9458076923074,286.08799791905255,5460.9450000000015
-2252.285182692308,292.72087129055495,5534.389711538462
-2251.7340384615377,297.43599715066415,5553.2688461538455
-2255.2447596153843,301.84747115802173,5593.724038461538
-2371.8201282051273,307.8182273871637,5676.790769230773
-2489.4201570512814,302.99505681790623,5792.1407692307685
-2642.8434935897426,300.1862326644277,5896.638269230771
-2797.1574647435896,307.3464259684822,5976.395961538461
-2939.4373076923057,317.0417872418994,6083.453846153845
-3076.5459230769225,327.12365267154604,6222.446730769234
-3207.3080512820507,337.5444369787853,6348.7284615384615
-3298.791384615385,345.55345875050784,6434.083173076922
-3382.163576923078,349.1659132909124,6468.572692307692
-3399.5994391025642,350.1835155486226,6536.046153846154
-3383.0245064102564,344.0204327224741,6615.5107692307665
-3382.7829583333337,342.542906422844,6661.432307692304
-3416.696769230768,346.09047713222975,6694.168846153849
-3482.9964871794855,348.6732357259432,6766.177692307692
-3515.815448717949,352.11462440295514,6935.120192307692
-3609.9606442307695,363.3814726441487,7079.888365384614
-3759.4085000000005,370.28181770105016,7158.068846153843
-3823.560025641023,374.95861191246183,7206.128461538461
-3760.7261923076926,376.9459581406681,7232.100961538459
-3676.340224358974,382.4319663288473,7262.194711538462
-3624.551794871796,387.0591870207944,7342.584230769233
-3653.93089423077,388.0525673966662,7397.289423076924
-3730.6374230769247,392.9135872622583,7445.871346153845
-3834.56935897436,404.182008908348,7461.122692307692
-3966.3196794871806,416.16994059352334,7447.130769230768
-3984.3505673076916,422.9976608557435,7436.318173076925
-4025.7149358974366,429.76264280882236,7480.668461538459
-4125.249871794871,440.16857622256913,7535.1835576923095
-4192.231153846153,450.10143478531586,7600.207307692308
-4276.722724358975,459.588969426088,7705.419711538463
-4300.943147435895,466.8236393067692,7828.590769230773
-4222.058897435897,472.41130068135925,7865.678750000002
-4148.148602564101,474.08026940499167,7869.796923076923
-3985.4943269230785,479.1821020833979,7800.975769230769
-3751.3971153846132,481.309826469795,7718.737500000001
-3264.0174102564115,483.38750957656254,8079.342596153843
-2680.075871794867,493.24979374435566,9109.119615384625
-1480.7555192307618,520.6466610636146,10811.140961538464
621.6901987179366,557.4779006471364,13043.111538461513
2815.0606089743515,633.7796685929231,16360.009615384599
5178.035217948711,725.1084969566182,19901.735769230763
6873.973733974355,777.6643240552396,22162.752307692306
7660.151602564102,770.1514113799324,22708.471153846152
7660.151602564102,770.1514113799324,22708.471153846152

